21324.67980762307,-57853.650729122135,-891.2178296380189,1.5592385653020073E10
21977.227775225136,-58711.15174304944,-1061.1444061028228,5.561128752642093E10
29356.699880228745,-56114.668050839326,7337.013705786971,2.7042094853209967E11
26617.665871582405,-56940.392437215494,-1149.6702452551817,1.400102269250342E11
23563.63277151381,-57880.85790443441,-2343.6476929113123,5.635344092141398E10
24659.659871362943,-58170.24702400386,3133.4795510776803,1.099106180412232E11
23456.46872041597,-58133.97249286468,721.1580579356537,5.322055253896055E10
22153.913196874862,-57804.60262364899,2064.616107229861,5.7497377578005066E10
22292.622460668612,-57273.325933771084,-1562.1027966715692,2.508990818649512E10
1.0002610468964996E7,9.613623128810164E7,1.9656961617844504E8,6.912963771809568E15
-1.282711126490933E8,6.3053429553952634E7,1.2359089603752427E8,5.963928863083539E15
18337.496456702367,-55762.00237414623,-601.6780868987001,1.0598594001788748E11
19195.572068447254,-56570.00514492327,-855.879934379272,6.964330290316422E10
22496.95395378131,-59763.35774247713,858.4282077308916,1.1066446894916174E11
22494.25752082901,-58012.97403388495,-3988.5196808463015,7.523184008364786E10
19690.80306963562,-57301.745757986144,-2636.793156289657,6.650024462526588E10
20161.318328985137,-58117.26173799167,-79.77053374003208,5.775473568882444E10
22779.23211316644,-57469.33139132543,-3022.5265730642977,5.405642204786652E10
20600.768022203516,-57098.33848180438,1607.6178555255583,5.52221677626208E10
21865.925889989183,-57496.48057590149,-4150.859921086085,7.181890558934209E10
22970.61016597995,-58163.729553679455,1982.05313612386,6.6567812554738266E10
21148.870293645738,-56520.77935423062,3649.1019395382646,9.964635491717441E10
21755.606506853048,-56260.55744907474,-761.0030973350031,6.6200772136660034E10
21025.578336558872,-56590.504952119954,-617.9137134022179,4.791197212736086E10
18430.708425298388,-58046.049781577625,-3235.76348755742,1.1808694859746016E11
21574.389809867873,-56800.038575274084,-2474.553138173204,4.886080997155719E10
23973.20940737743,-57521.60986285609,181.5275053962523,6.071675494786916E10
22029.33006459784,-58955.038844819974,-2354.9077168220315,7.815964465059866E10
23585.931853143604,-58705.97491516327,-3706.851310842644,9.360434547155945E10
20487.19691700541,-55791.82730722632,-2844.948773240619,9.365046125204825E10
21532.968216394314,-58225.85438022957,3561.7245184229737,9.853727627835355E10
22949.35135819702,-56358.00104547026,-1316.3709036429932,7.804473435277148E10
19015.996545930455,-56499.47633822875,543.5478227148888,7.906755752700229E10
22990.763963358975,-59265.28964517016,-184.6495738808468,8.45586159440102E10
22338.076351320662,-57271.196236573734,-85.24732437177384,2.3174756228522747E10
21250.469106498516,-58023.58886179918,3071.5628900243437,8.560768343863765E10
19613.313746647298,-57030.02975559252,1578.9598808007129,7.150303752979941E10
19805.06876260859,-58248.759089854226,1591.116101235674,8.65547182665677E10
22075.365917986594,-58117.68493899319,-1170.3858608056719,2.8440336129412758E10
20354.070420841905,-56096.464546836774,-2430.0634312848324,7.800789156720352E10
22629.32820581041,-57622.52246797309,-1746.7300456187672,2.803155641475389E10
23373.042126507524,-59004.845127088854,1136.0885407580158,8.264634958017924E10
19622.490884779338,-57588.36304366925,2587.618244550376,9.06955753240694E10
24176.322667961715,-57982.55051788781,-4525.36306636733,1.0217530938893013E11
20549.00585738256,-58630.30175045916,-2069.063005020606,7.7385685152024E10
23422.515030547613,-58476.356450866086,-3199.71721861849,7.742742836906499E10
20807.230481053997,-57277.32262539772,-1352.2760993405138,2.400197580316469E10
22781.247618447072,-56446.5030826185,-774.4433681311682,7.007606931037093E10
22700.936353965382,-57899.06053090233,1028.52720547265,4.161092033965217E10
22298.1796561531,-56607.22990533411,-1648.313276751249,5.61565959969355E10
22872.594573381397,-58148.40091897157,-124.42849605934589,3.555555824796712E10
18713.762166302113,-56629.86821336481,-1968.8757663212034,8.397497275207591E10
24666.29831934417,-58952.57654859524,-1462.3952877243842,9.143110631155354E10
20385.279315709835,-57747.47852754808,1828.5779860085436,6.587119534086252E10
22821.662453109104,-57149.63319016375,233.1787293218399,4.188100901666097E10
24590.544204841684,-59162.59738599024,-4678.940364675793,1.324309189476048E11
19761.53065331737,-55033.671529954285,-2559.0603086562774,1.2759339348024622E11
20709.750070271708,-57233.98331534677,-1079.2298481100597,2.4205683239986526E10
22685.433578460328,-57011.57605893219,-1588.734048198748,4.350385004651909E10
22914.661983564627,-57571.50900074887,-2377.235267990559,4.4060451606836174E10
22424.964924412354,-57770.220695386575,1778.0886125166535,5.24051588098668E10
18597.179167243077,-57257.46345799555,-1828.9019268966272,8.577137096420485E10
21918.039890365875,-58364.070955321076,-2863.9712860925288,6.177539329706178E10
24759.76188278647,-58178.78807977816,1220.729937894098,8.646114890851117E10
25614.054448138766,-57204.55543639395,-2220.9662127289103,1.1167008169739763E11
23604.7038251299,-57404.05563704073,248.36726389369142,5.3755569806380875E10
20855.49554673076,-57990.42526853021,2353.6950159760536,7.395104434992058E10
21129.281383522088,-58393.16956581603,-1011.1454731844829,4.793251827377096E10
20718.581305132055,-58906.148397922836,1246.702772413768,9.015923484604149E10
23323.57464791051,-57056.062707596786,-741.6446742765384,5.34441142062673E10
19675.478919033827,-58759.71362834409,897.6545041476545,1.0021880922220781E11
19510.17564087856,-58813.35775977763,-200.4925578431007,1.0048704566015237E11
22237.077344226604,-56198.814105581194,-590.7100015072144,7.509736315322089E10
22257.447249245546,-56786.863937626054,2312.057475207076,7.42382454832191E10
22515.73415775441,-57083.71938849768,-4255.902863265877,7.884945536460011E10
19804.075725990464,-57460.40109957652,-675.0470163832474,4.897501298275745E10
24451.482617177444,-57739.72044128624,-976.799055582029,6.863047082732881E10
